,id_str,ra,dec,est_petro_th50
753,460143_3796,169.57648705813097,23.104275952799814,1.6939436618190051
839,468062_932,168.7286284994865,24.428551018281265,2.2604097531767064
1806,471884_3325,139.69445098710347,25.30470739751226,2.4037314555429887
2431,475808_2747,145.81182266062157,26.009973837153698,1.4451612377993026
3318,488682_1910,159.07982110758186,28.488853665899363,2.4218021609889946
3562,492478_2356,161.06942674231203,29.289287857586448,1.777479861332006
3911,495020_1406,169.8989130879056,29.691760867349576,1.3800946309410607
4420,406806_303,183.1334893980901,13.13648124134007,1.5818119557914054
6604,449508_1932,186.3780382731195,20.978736752116813,1.457799679046296
6955,450858_3457,187.6790812806371,21.337240193963584,2.4384034200604487
7064,446834_3282,192.02364419816314,20.565863669951156,2.110584836066003
7258,474669_836,189.69320029475043,25.67263899689482,1.9143944213557849
7686,424983_4810,199.8950782556725,16.59669578847056,2.202533592687113
9878,416717_579,215.63968577975817,14.905125596821808,1.716050545847802
10013,450933_272,207.60084152573188,21.1383466843795,0.8391184473788702
11288,445576_2966,217.02445026787262,20.278949581094615,1.8485838240916712
11487,422307_815,223.6672447848924,15.916105120680434,1.8643288435904781
11968,495068_683,183.46908142552965,29.66664318564002,1.9457120620550243
12623,493870_2597,199.6472518204847,29.495587584857446,1.8328995970956707
13481,462962_1713,215.13087568443967,23.472683064293552,2.213176960193265
15188,395768_2270,241.91144618903493,11.2474824886181,1.865032158348743
16149,449675_2577,230.99926139311737,21.037444716825036,2.220576350773517
16924,452375_3687,234.22394533323515,21.56754898105615,2.149862305276149
18349,419646_4713,253.5323839963115,15.543132818571532,2.112727223712473
19537,430725_0,259.5250421270332,17.37541948716232,1.5297063182752684
19985,417249_4596,353.2302916511835,15.101098223746048,2.757188051534434
21348,481286_372,232.9404433882253,26.89596540366443,1.5244880006131465
22313,491447_2491,226.30304450589804,29.00885048210713,1.8050302634024304
22650,487728_1355,248.50663687378952,28.20295411655133,1.941466190921833
25686,258873_1063,354.7987648629978,-12.813085400187992,1.7101964918628212
25957,271588_2697,354.9920071812605,-10.496057658628176,2.6357066789642007
27294,176725_6540,35.8978530052874,-27.668982947181767,2.5874749041255516
27531,185697_1772,28.302552863610106,-26.068251057172073,2.0766909189426683
27723,187011_5832,32.96977799132221,-25.66736700124067,2.295238174083329
29066,210726_6717,14.003169293010107,-21.13782075381582,1.5935699415752806
30146,208080_175,23.87414845494509,-21.870320820556532,2.0507307596202016
30341,213461_2717,26.085582144197076,-20.770330041515084,2.0553122501400227
30472,221554_2867,17.004575975390342,-19.283683007156878,1.7046705797689623
31618,263146_2382,6.859952460308561,-11.744231602697855,2.4390683561934012
31842,251921_2274,11.141463023041938,-13.757388504755069,1.903288996106105
31880,260353_4753,13.198282878502948,-12.146659846230454,1.72398955154907
31981,271655_4406,12.022638147498185,-10.154968986148603,2.0057750336219744
33093,224355_6095,36.64781940981182,-18.685734266236015,1.6859747055811984
33802,252016_1858,35.64512461418356,-13.809866254050178,2.3765768414591584
34375,250637_1088,40.578182984275585,-14.088025183239756,2.0851874557411323
37149,171794_7396,77.55799603880769,-28.644054002064074,1.8638624350755943
38071,245081_415,46.81400550716304,-15.110882957546849,2.0763792908553977
38368,252076_305,51.09831239539369,-13.86424261077483,1.7477194468966704
38985,488028_1100,333.49135561483536,28.17030434942685,2.735222651682342
39412,229930_3641,62.4183533439405,-17.74022823266423,2.297130817755484
39762,271828_2984,56.0743488131552,-10.224602223455818,2.163787385789282
39942,193661_4496,67.29241579843615,-24.48639752541905,2.631063144572983
40015,204244_6074,69.39726353189653,-22.428886241950607,2.600755680018886
40140,221742_4970,66.76512902598832,-19.206151134730835,1.8602176384119486
41864,229989_3484,77.95901340201321,-17.74164750808662,1.8917185077068133
43294,109346_3265,349.915862498265,-42.23216871644479,1.7963946105106812
43386,99890_1551,353.8825209916029,-44.55513185319741,2.1398121242680563
43413,103007_1883,353.5042522790614,-43.79319968256575,1.5907156837618845
45495,127101_3674,19.45683222159182,-37.998692842746784,1.897792889269104
45710,125977_5457,22.56129633493742,-38.17355089054256,1.908419875881994
46340,481739_1760,359.8134467103012,26.97148852833549,1.9063929019143624
47209,148165_3032,22.45744859145386,-33.492475565974054,2.5595217989225945
47686,120395_1312,32.10862970866363,-39.56822247595024,1.5662904524146875
48624,160409_5714,38.21972216098126,-30.943388002465102,1.7610039629690326
48647,161650_1050,39.73479345584207,-30.829417167554777,2.0922066944093913
49745,396255_3514,5.9675378214658314,11.565483982784455,2.122155270409284
51880,129572_5102,79.31581117543615,-37.420575729564966,1.7594738017124671
52485,150737_1611,70.63755780097327,-33.058699147615954,2.0010709942972684
52886,143578_1786,81.24122202143683,-34.56071328960765,2.216968628938012
53609,156887_1611,88.38959458381504,-31.82339273987128,1.535292353689741
54198,44506_5448,92.59650884821325,-59.88489398638264,2.2471246861867473
56195,52493_1837,320.69802657233726,-57.471459035595686,2.558612277197737
57079,34754_6654,353.54769810838707,-63.67429170903699,1.8884573740695179
57382,103926_4955,309.3908651413883,-43.448879073998455,1.834108731550927
57660,85764_3299,313.05632194445644,-47.983381373702116,2.1508727861800807
57792,401734_638,324.3474156470439,12.149711706777511,1.948913825630395
59953,51747_2848,335.4454720037512,-57.68399755816459,2.040088505461727
60606,43552_2363,334.9052195572656,-60.52376801893807,1.9607092680190719
60907,47211_104,342.4333902368051,-59.371376668003506,2.258073749250138
61150,41455_5941,347.39766390044326,-61.184451370492454,1.9666941566569232
62459,78235_1746,339.6984276245271,-50.04625561684198,1.7875523577165409
62738,107165_369,334.0223856569356,-42.86483743594356,2.5650527162606847
62841,93730_4968,338.0425255792767,-45.95844315048493,1.6770959426505272
64288,435274_5025,12.78078699379935,18.622238703147556,2.32297450254464
64592,36084_2911,11.403022132155003,-63.02771067716379,2.440829794994081
65345,43708_76,53.60629986254318,-60.37198326118397,1.8923629146449856
69592,80337_2225,67.81851155295134,-49.268263879651755,2.9333955560236853
69999,86059_2441,62.90321800204643,-47.72767616005913,2.3775877791111624
70290,459565_1041,12.912500007928323,22.930847211688565,1.6392338969726667
70769,41512_288,16.78134006638214,-61.11440925095705,1.8424841831756997
71177,51814_2325,6.743841371168597,-57.4812909944235,2.073376031159028
71236,57371_2560,8.836709641055755,-55.70994398557262,2.0531161706987353
71393,52602_3962,11.43274596197277,-57.18774750266646,1.8717888020482591
71594,63202_1429,18.672372989653912,-54.03215120271874,3.031618697616266
72261,66686_1746,39.884145374451194,-53.00884067928269,1.7861560563271772
72860,70108_3569,2.4613150307222473,-51.90158684921201,1.772894850516641
75126,425662_3662,16.839663745841452,16.85351689551823,2.3446382441695617
77414,114923_575,45.321433860920195,-40.844990484163624,2.155578031624251
77506,124935_6200,50.95138524628264,-38.400028561601395,1.9820168393519544
80449,552429_599,235.7492597797479,41.911272946054126,1.6354844554188097
80783,581683_2745,233.27142379218625,49.302512217024464,1.841844583798608
80908,583543_67,227.1791880721673,49.62796780641022,1.7737336229452652
80998,458250_977,16.948644171967207,22.67552501820544,1.6254548467951495
81410,538117_2500,229.3434839959964,38.796711753802605,2.9267804833564934
81483,540352_1593,226.94792238052057,39.235758166007344,1.7335455486875608
82820,579736_596,213.57322962549242,48.6660795436341,2.0391372336036038
83950,578728_119,193.21933421102565,48.38617701002774,2.3972038588218134
84092,580606_1298,183.0995439246484,48.97109267113197,1.5654357742225584
84299,569915_3626,189.80411914064112,46.37314893878853,2.101650331355071
84918,576556_1744,100.68160757858958,47.95007498981838,1.9656470836025968
85334,567674_2675,106.6700270030664,45.77929854674356,1.8641127730041465
85674,574662_227,119.51564310974867,47.38934730123139,1.9743710356440152
85883,557380_4180,112.96267919728368,43.36957797295291,1.7018240632672437
85966,455601_3284,21.549778054681337,22.2982295408057,2.421617999338076
87451,561692_3097,159.7448546420379,44.31675806674633,2.252122545222786
88385,560583_1465,134.92119241872578,43.97327946362292,1.975163223602883
88510,561585_3312,122.50370946357616,44.35725342328382,1.8224813383629925
88573,564680_2951,125.40382780233521,45.0477810599456,1.7928524921819944
88647,554226_3746,120.72836357423368,42.62252427360426,1.5722407864763877
88799,556366_1436,126.98809829539438,42.96921072980192,2.1404848145312085
88947,545573_266,123.27026249234984,40.392493165338166,1.8740949730518601
89417,552138_1548,138.37723690998135,41.95665234247856,2.2782506281885677
89553,552176_2313,151.1698703598102,42.06426066683284,1.7195412666583458
91864,510516_2531,15.028495134290146,33.07013293534185,1.603359421354258
93352,559443_3747,101.33631726692073,43.81576301208533,2.094890529708683
93384,528589_3382,104.95788623688271,36.76786571773996,2.0251039652712937
95392,508468_3245,128.44298603664916,32.623036774322664,2.008234641422746
95465,499877_966,132.18311159288476,30.678442306948835,1.794918757483387
95998,438081_3817,31.948954550308084,19.1121818332591,1.8700388063423745
96810,514572_2669,146.05617182088653,33.82003183669142,2.168799654595354
97550,497497_3963,163.3565234524,30.34557134680753,2.507759659210133
97584,498746_2251,164.60725337240353,30.55967886071973,1.9280976284675444
97806,513397_2950,154.23094932952338,33.57087961366745,2.2567811641703317
98447,498797_999,179.1690611087069,30.43483858116525,2.6700967252469208
98640,508608_352,169.86622337385953,32.40568084446646,1.8827455595032134
98657,509829_1143,171.1977660027735,32.69169483478641,1.4872385959744092
99021,511060_2211,176.86901884000764,33.02045774883724,1.6709268183502277
99209,526492_2746,174.4352739115835,36.332034636056406,2.0181507150072604
99611,522936_3145,160.70144958041953,35.53842608537716,2.3886743488295368
100030,545674_29,156.38701159925932,40.37802052011078,2.093989946781449
100379,552210_1297,162.24310141689375,41.973653173976665,1.829284123559721
102128,507441_1329,185.12283374160992,32.192395417829715,2.078659094610261
103021,519512_2112,196.1709678801755,34.76159990295348,1.2723319273087774
103803,535734_1882,190.14262261258153,38.26530704670135,1.9037990494477066
103809,527708_416,191.3543870125606,36.400285924134046,1.790896933304366
106170,506324_2318,216.16549637148356,31.983348204729978,2.798867284651725
106600,525461_557,216.0767038728029,35.915882132844715,1.4927686760287548
106733,500174_4207,218.43796170190322,30.84559764807463,1.9111463314954305
109622,513720_514,250.8564368393817,33.40068376476215,2.053351931804913
110198,507698_5141,260.97371498904226,32.36840157886807,1.911641062149437
111391,551382_1719,245.19758583403353,41.73583985430911,1.8241560039360918
111700,557797_3675,255.93792289248668,43.31538727410529,1.9173194862292013
112846,494486_4071,16.38664492441728,29.850351360986686,2.609848650090517
114231,491987_1420,20.56944680224196,29.196841680401448,1.920009263934736
115707,628557_2367,287.51107611737336,64.00444926379845,2.2731282064307465
116345,640595_3076,285.5648846155657,69.27686792808768,2.617867574201933
117104,586416_3015,263.811984186003,50.53632170011156,1.828379181551319
119467,607753_845,235.55157518168227,56.68859509639953,1.5723942132309816
119540,594420_1448,238.76021401686162,52.70966740259189,1.506456088151544
120672,645376_2545,252.47859534815785,71.80775379528967,1.4018105774052032
120805,647987_1977,248.1717269487978,73.26298808368834,1.5958862146445434
121024,632186_2609,245.70757088004316,65.53450112705693,2.0003933846909434
122154,657289_3198,236.64696574272145,80.32449367453987,2.5594375617493945
123290,655366_775,182.92399525099037,78.43156961411422,1.7616540832543415
124650,630311_1965,216.206124696098,64.74375838652703,1.994239883154648
128297,588097_272,206.31161643636574,50.89228993622299,1.931327128600046
128531,621082_956,199.93539530436868,61.20109473447579,2.0798053162932355
128677,611572_2717,199.48469303899347,58.061289821825255,1.6316716292235482
128861,462592_3329,114.55210239511273,23.548506930282386,1.570691613013409
131468,653818_1691,167.7607053865088,77.27773343058632,1.8716592062054769
132258,649053_1516,105.6207456469051,73.9725718160255,2.0262275879253964
133006,646556_667,127.29457435464683,72.41994425009743,1.5945014609898842
134161,644804_1787,161.43984073352325,71.48417706064328,2.188731137027486
134187,642912_3113,159.2968641520766,70.58476147136253,1.956244923971082
135268,628948_1150,150.00820964869345,64.2073499860502,1.6371535502328947
138005,586912_4016,98.65910243403827,50.83476631326414,1.4470916882572722
138650,438417_1447,120.81033663968202,18.939656961905253,2.2321865420374305
138813,600990_786,124.6326651441825,54.681846898093106,2.2827644599515002
139391,620336_2344,175.61836524177784,61.0310686693619,2.3754460858572384
139832,618902_1543,165.958451738217,60.485251145791615,1.9912856916860167
140010,612268_94,167.48109698207443,58.12731074180823,1.850746497568898
141311,601047_2004,149.01206623908027,54.759135162944304,2.082149922034619
141646,602721_1239,155.52095279315435,55.218373395207635,2.1742727461162086
141770,594221_309,156.7806742198608,52.64151615087587,2.228725778100779
141961,587948_2704,147.299094935928,51.052821622723854,1.4867837802273334
144488,295744_3239,333.0766639067522,-6.215917730432291,2.0667613978570536
144555,314406_5646,329.5070239118344,-2.892980294265502,2.5105557987954654
146385,295796_2275,345.9937189638089,-6.246887647256809,2.175654920879092
147292,313084_3937,359.03603166674475,-3.1981147156684426,1.5335107450491994
147474,280147_2117,3.328784861872235,-8.77387650029237,1.8755307241644947
148127,310212_4726,0.1672297041992598,-3.4447226650084866,2.047823899655843
148764,326078_4228,7.617354191101481,-0.7297309546995596,1.7813733193986288
149599,300225_3364,17.985102269039352,-5.230336325703597,2.2331834859834117
149844,330436_1849,17.208180006042124,-0.0683259191288202,2.332631673871608
149997,293080_6515,23.289314227564024,-6.410147474224892,1.8993914911118226
150074,310302_6323,22.74936593214694,-3.3883778715143236,1.8631572983089502
150362,320384_1765,24.181854802985676,-1.802336716082662,2.1951680573960015
151300,329037_295,27.436646149476346,-0.3654199603529237,1.4484330187696282
151428,394722_2816,335.61972752074433,10.995764677029396,1.3453438093745176
151969,491037_1901,109.4841612661238,28.95113445347626,1.9884312430772286
151983,291709_4420,38.480365692089144,-6.720984853774428,1.5908936486064493
152333,303187_4236,40.55093998892233,-4.736609576431181,1.4244525333613702
154149,367625_4168,327.1609098953126,6.337896894158562,2.367924646962817
154553,341787_5552,334.97203608481027,1.838987760688862,1.9007337124971049
154794,353311_4284,337.2227343474527,3.840319880987508,2.1618519293779377
156360,350503_79,354.39615690371676,3.129867672198233,1.4783533184958633
156730,359136_3030,356.5985464478824,4.788093432642631,1.8447382385847018
156849,374855_1726,346.3819712118037,7.459710439428887,2.4382970105050847
157677,363462_905,1.584390506940277,5.677746608990845,2.1637237762707535
158684,379211_3103,4.9788317450369615,8.560373263174471,2.996617195638779
158794,372080_186,7.733748416437324,7.137326645086397,1.0819877465361927
159171,337639_2018,17.824561886400847,1.1801683277005128,2.087525904659188
159432,479607_2205,123.39143166010113,26.736794882697726,1.8206593363070065
159461,357787_2224,18.317207690990085,4.724449339962266,2.056054657766304
159545,331892_2877,21.210076368737788,0.2270854181927707,2.136693101549474
159691,334785_4245,24.42984331280417,0.7719096932907231,1.325148893804588
159788,350608_7043,20.70548251654976,3.624085538101012,1.873971628214405
159868,364972_2785,20.75069558245385,6.035140897439735,1.6441327788535385
160304,383548_2596,20.85545269338258,9.299120682216987,2.1787974887872874
160444,386406_1246,24.473390985512733,9.692578927602316,1.6529610622382092
160700,353511_5962,27.50851950569214,4.105315225482299,2.0651880930544424
161012,488553_1776,122.55901458330801,28.46293969297348,2.086679269042928
161410,372182_2230,33.45629843140314,7.235139133501407,1.6390911716459846
161605,336284_326,39.05038855196719,0.8885120110774486,2.4985183973765865
165098,296146_760,74.0051470048653,-6.102585342287189,1.7195864277849011
165228,314817_2497,72.48455156089453,-2.773219888988807,2.231488666325403
165488,299220_6678,125.54715236664586,-5.381929661512157,2.2240179434107374
165974,310720_4376,127.34123810539248,-3.438986613488503,1.7753154728366318
166994,352445_540,120.55372454862768,3.6463882928370195,2.4207067396711293
167682,375397_1275,122.92384757110229,7.673868647203312,1.4949527954705228
168289,353931_3940,132.58299847799597,4.054770855028489,2.557032873925666
168303,351059_2939,133.44845489608332,3.5121936922605532,1.6220523670808946
168629,494889_1536,132.0118622068489,29.702909250958694,2.5465470019889964
169283,328046_912,139.56288045685548,-0.5774191832349154,1.6295951455416684
169325,316535_3014,141.96500476402474,-2.459242729718838,2.131476339523684
171019,328106_2700,154.58057391429858,-0.47830896475004,2.2664162868787043
171835,282246_696,173.8041010531024,-8.587371320811942,2.0195512313168584
172457,323856_1771,172.17810595363161,-1.2866323132116864,2.4059873308396167
172536,299418_955,175.33219966502764,-5.572845619680851,1.7496946983481407
172832,318099_4250,172.9159282707126,-2.169175773659793,1.9946628332566678
175214,282372_1708,205.679183818508,-8.543627694938296,1.4646661666907734
176332,415039_2792,141.82403671799815,14.800828653597117,2.3824691039370074
176368,322550_2457,205.63701832586787,-1.4899213101608715,1.7480759543540776
179182,349662_398,143.72398165887816,3.1518188798304,1.9735033819728514
179252,361162_731,144.64058641211037,5.160938730419602,1.4364821240889534
180975,355481_2825,160.70414116775763,4.259859033229061,1.7747915899042594
181560,386940_2414,159.87189565121656,9.745348748220827,1.9732884137596938
181804,403852_4500,146.01832147075868,12.870468270801403,2.1055198793665344
181902,351200_1569,168.91208992246678,3.4601397464832253,2.1858827683766497
182779,371319_374,175.98746447632092,6.89408249591334,2.664653248003984
183284,381320_544,177.62598197947938,8.656338433794126,1.7582127823978861
184006,362766_2566,186.87019814909792,5.5396662966597034,2.469564332601533
184243,348413_1255,191.33184090712396,2.935315077429653,2.0366234977708566
184859,406683_3291,151.69675851729815,13.312665836088637,2.2675113530303093
185433,361368_855,196.07574180702812,5.156443032594814,1.8549936358955676
185673,345575_524,201.9300141598502,2.3937226937378977,2.2347741913866126
185730,336944_3453,204.10813161501244,1.0575535304151114,2.6258992663318095
185821,342710_5538,205.64682181381775,2.1147705193418878,2.0185070658468414
186512,378583_617,206.4606930760018,8.153021731023685,2.4719721610253678
189103,316876_2165,227.07419440694082,-2.523421845541101,1.783479385532378
189669,454732_285,147.68912893885764,21.89124300226949,2.706269146142857
191685,351490_2530,241.55596603875702,3.496545981701057,1.5161270319712323
193888,394023_3000,157.9640040296454,11.070845577717236,1.7858250484644125
195544,412336_3504,164.95614641734835,14.344175876368947,1.7871499922523058
195772,427610_5112,165.15604184022644,17.124549970112596,1.9745392584575374
195827,389134_2828,356.1142442406073,10.057735048429018,2.35047259615921
195938,448044_977,154.94041463619095,20.674831517994818,2.007787099887435
